Id Fail Leverage CumulProfit Liquid OverDueDebt WorkCap OperProfit ShortDebt GuarDebt StateLag FiscalLag InFinan Links CapStruct
262 0 1 0.22337 0.02817 0 -0.39616 0.10234 0 0.09083 301 101 -0.48126 0 0.7538
263 0 1 0.15444 0.02639 0 0.23291 0.19195 0 0 159 136 0.12139 0 0.75639
264 0 1 0.04603 0.05959 0 -0.00355 0.05769 0.03113 0 118 99 -0.20272 0 0.7529
265 0 1 -0.03986 0.14672 0 0.21912 0.06937 0 0 175 153 0.10288 0 0.90278
266 0 1 0.03392 0.05008 1 0.02264 0.06071 0 0.48823 164 165 0.08971 0 0.58656
267 0 1 -0.02004 0 0 0.34152 0.04646 0.04933 0 146 94 -0.01659 0 0.88526
268 0 1 0.80496 0.84619 0 0.02089 4.97315 0 0 324 182 0.79243 0 0.10944
269 0 0 -0.01761 0.04565 0 0.33809 0.08074 0.21993 0.17104 178 152 -0.24766 0 0.9714
270 0 1 0.17507 0.00232 0 0.85913 0.24801 0 0 261 153 0.38145 0 0.10029
271 0 1 -0.03953 0.00332 0 -0.04536 0.05643 0 0.57959 253 172 0.07785 0 1.0037
272 0 1 0.08842 0.07517 0 -0.07375 0.05955 0 0.62274 209 203 -0.25592 0 0.7865
273 0 1 0.03078 0.02903 1 0.39887 0.06847 0.02465 0 227 152 0.07354 0 0.9349
274 0 0 0.00225 0.00089 0 0.38933 0.05404 0.00226 0 199 153 -0.15912 0 0.9611
275 1 0 -0.09293 0.03277 0 0.14264 -0.02687 0.13878 0 217 153 -0.10291 0 0.954
276 0 1 0.01845 0.17429 0 0.20974 0.09632 0 0 169 151 0.10434 0 0.93391
277 0 1 0.02184 0.12675 0 0.01018 0.1429 0 0 166 151 0.11433 0 0.83553
278 0 0 0.0003 0.00494 0 0.00161 7.07042 0 0 199 177 -0.9372 0.00716 0.8737
279 0 0 -0.00465 0.05329 0 -0.00307 0 0 0 203 138 -0.95136 0 0.951
280 0 1 0.12632 0.11436 0 0.05495 0.14839 6e-05 0.21723 150 115 0.24708 0 0.69154
281 0 0 -0.16157 0.00242 0 0.32523 0.16675 0 0 105 80 0.21505 0 0.3278
282 0 0 0.06213 0.06343 0 0.80899 0.08486 0.85245 0.22712 198 164 0.09482 0 0.86549
283 0 1 0.12913 0.009 1 0.07939 0.03386 0.0944 0 176 147 0.18103 0 0.83503
284 0 0 0.87051 0.19187 0 0.7587 -0.00936 0 0 194 171 -0.00772 0 0.029
285 0 0 0.70276 0.19414 0 0.55441 0.11729 0.03656 0 209 181 0.12352 0 0.15491
286 0 0 0.12385 0.28475 0 0.66128 0.09457 0 0 298 153 0.08216 0 0.41604
287 0 1 0.42816 0.45195 0 0.06426 0.96916 0 0.14489 81 74 0.41678 0 0.50811
288 0 0 0.37651 0.77591 0 0.07892 -0.48748 0.58784 0.48905 128 97 0.02623 0 0.46596
289 0 0 0.82049 0.01107 0 0.56954 -0.08371 0.08209 0.0229 178 166 -0.04797 0.53023 0.1284
290 0 1 0.46421 0.0754 0 0.1755 0.138 0.10861 0.37561 372 180 0.08893 0 0.47697
291 0 1 0.60097 0.17963 0 0.31021 0.04373 0 0 162 150 0.12413 0 0.30132
292 0 1 0.54547 0.02922 0 0.21668 0.10763 0 0 202 177 -0.02787 0 0.34885
293 0 1 0.41999 0.29378 0 0.20679 0.11761 0 0.60417 137 131 -0.12383 0 0.50386
294 0 1 0.1491 0.00079 0 0.09145 0.05897 0.43981 0.08738 283 278 -0.07651 0 0.75923
295 0 1 0.36043 0.0541 0 0.43384 0.0623 0.01185 0 158 130 0.05611 0 0.51066
296 0 0 0.13062 0 0 0.0588 -0.08082 0.0035 0.27617 215 157 0.07557 0 0.74132
297 0 1 0.29012 0.00273 0 0.35044 0.15195 0.14387 0.27494 170 148 0.18218 0 0.70088
298 0 1 0.27798 0.02249 0 0.14251 0.00138 0.16625 0.30659 184 64 0.00319 0 0.58831
299 0 0 0.13931 0.04477 1 0.35145 0.07188 0.20473 0 151 150 0.08909 0 0.79359
300 0 1 0.58758 0.33522 0 0.3668 0.12489 0 0 144 115 0.04985 0 0.32834
301 0 1 0.39391 0.37281 0 -0.16227 0.14817 0.00443 0.11259 137 124 0.03498 0 0.40162
302 0 0 0.21828 0.02156 0 0.3543 -0.20814 0.19076 0.63394 213 181 0.051 0 0.70411
303 0 1 0.07265 0.09388 0 0.35336 0.07938 0.37711 0 333 147 0.07995 0 0.73319
304 0 1 0.186 0.02664 0 0.27847 0.08375 0.03666 0.02838 132 101 0.08034 0 0.80956
305 0 1 0.38073 0.10385 0 0.38122 0.06426 0 0.15499 163 116 0.04686 0 0.53579
306 0 1 0.55013 0.17844 0 0.45337 0.01771 0 0.04538 195 134 0.00702 0 0.34942
307 0 1 0.38226 0.00704 1 0.54107 0.15717 0.32091 0 152 110 0.14568 0 0.54593
308 0 1 0.03413 0.04982 0 0.06555 0.05009 0 0 176 140 0.02168 0 0.80512
309 0 1 0.14308 0.01119 0 0.28448 0.08365 0.3183 0.70756 165 154 -0.11037 0 0.81285
310 0 1 -0.03856 0.01953 1 0.11873 0.05958 0.21162 0 178 130 0.01235 0 0.90542
311 0 1 0.21819 0.0637 0 0.27684 0.0608 0.03925 0.25233 177 167 -0.07233 0 0.76114
312 0 1 0.03579 0.01757 0 0.32625 0.05682 0.20807 0.35433 175 162 0.02906 0 0.85622
313 0 1 0.21219 0.00277 0 0.41127 0.15014 0.10379 0.21283 165 165 0.16528 0 0.60739
314 0 0 0.10229 0.00893 0 0.19984 0.08482 0.57508 0.67964 212 157 0.12011 0 0.85254
315 0 0 0.10773 0.01745 0 0.63759 0.0809 0.4976 0.51614 177 141 0.0792 0 0.80297
316 0 1 0.0842 0.00052 0 -0.19355 0.08538 0 0 186 159 0.05658 0 0.79413
317 0 0 0.39499 0.0203 0 -0.16892 -0.06077 0.01435 0.11126 162 158 -0.43235 0 0.574
318 0 1 0.02295 0.0388 0 0.19479 0.0449 0.06773 0.23307 225 147 -0.02107 0 0.70092
319 0 1 0.10542 0.01984 0 0.25105 0.00448 0.12679 0.29281 345 123 0.04142 0 0.85927
320 0 0 0.18147 0.06156 0 0.3884 0.06577 0 0 229 155 0.15015 0 0.5549
321 0 1 0.22895 0.03153 0 0.35129 0.09592 0.10663 0.1301 90 63 0.17982 0 0.76299
322 0 1 0.3241 0.05513 0 -0.03527 0.19286 0 0.81991 186 136 0.19557 0 0.58459
323 0 1 -0.0873 0.00068 0 0.23002 0.04968 0.16789 0.51211 194 156 0.11364 0 0.93488
324 0 0 -0.04886 0.0123 0 0.0353 0.07735 0.08467 0 119 96 0.30722 0 0.79481
325 0 1 0.15572 0.00016 0 0.18901 0.16082 0.31733 0.50422 202 170 0.20338 0 0.80061
326 0 1 0.20585 0.00033 1 0.26238 0.12945 0.07832 0.74054 164 154 0.11117 0 0.76686
327 0 1 0.29639 0.03488 0 0.32531 0.09428 0 0.24327 138 136 0.13793 0 0.6389
328 0 1 0.23793 0.08653 0 0.21237 0.12454 0 0.23952 186 163 -0.06431 0 0.70639
329 0 1 0.17045 0.0006 0 0.34924 0.20615 0.18773 0.01383 192 159 0.24609 0 0.75498
330 0 0 0.03917 0.00411 1 0.44762 0.01069 0.35626 0 185 159 0.07321 0 0.88147
331 0 1 0.14232 0.68423 0 -0.12408 1.12863 0 0 178 145 0.12734 0 0.28721
332 0 1 0.01774 0.01926 0 0.5875 0.01345 0.00536 0.18901 88 68 -0.12076 0 0.94091
333 0 0 -0.37787 0.0282 0 -0.12067 -0.05289 0.0818 0 139 131 -0.0598 0 1.15
334 0 1 0.00838 0.00158 0 -0.07695 0.06385 0 0.57437 195 167 -0.16902 0 0.9627
335 0 1 0.23782 0.05506 0 0.45562 0.02812 0 0 180 157 -0.05143 0 0.54071
336 0 1 0.13596 0.03287 0 0.19878 0.04763 0.05221 0 137 134 -0.06361 0 0.79069
337 0 1 0.33411 0.22203 0 0.31785 0.09747 0 0.34319 87 71 0.06627 0 0.65423
338 0 1 0.26704 0.43235 0 0.24147 0.5659 0 0 195 147 0.34122 0 0.26455
339 0 1 0.32887 0.13466 0 0.17068 0.05189 0.00559 0.51601 164 153 0.06524 0 0.61835
340 0 1 0.2948 0.12443 0 0.12422 0.12095 0 0 182 154 0.08035 0 0.51179
341 0 1 0.29248 0.00316 0 0.29651 0.07611 0.49917 0 165 153 0.10759 0 0.69808
342 0 1 0.13288 0.32573 0 0.02127 -0.05256 0.00106 0 158 130 0.0732 0 0.69918
343 0 0 -0.01468 0.03738 0 0.14645 -0.03568 0.33738 0.17139 234 164 -0.09991 0 0.903
344 0 1 0.18526 0.30417 0 0.26726 0.5165 0.07837 0.03367 159 131 0.40054 0 0.48817
345 0 1 0.42259 0.00015 0 0.16202 0.22244 0.02897 0.39852 213 173 0.12058 0 0.50039
346 0 1 -0.13348 0.07913 0 0.61074 0.10707 0.20918 0 138 137 0.12742 0 0.96728
347 0 0 0.11374 0.05696 1 0.03631 -0.04075 0.32333 0.24726 187 168 -0.03003 0 0.8486
348 0 0 -0.20051 0.0011 0 0.00621 -0.02687 0.09287 0 180 151 -0.02143 0 0.387
349 0 1 0.00319 0.01181 0 -0.13339 0.01812 0 0.62803 186 178 -0.32618 0 0.8688
350 0 1 0.08802 0.00037 0 0.2631 0.03348 0.2032 0.27391 166 140 0.01136 0 0.81121
351 0 1 0.10203 0.01064 0 0.11982 0.04593 0.01964 0 99 96 0.05333 0 0.86927
352 0 0 0.08604 0.01661 0 0.17918 0.02576 0 0 178 150 0.08146 0 0.81096
353 0 0 0.18067 0.10429 0 0.31457 0.0473 0 0 152 150 -0.3264 0 0.79623
354 0 1 0.36197 0.05499 0 0.11946 0.04751 0.29023 0 173 144 -0.14636 0 0.59734
355 0 1 -0.07903 0.0007 0 0.0045 0.0755 0.29461 0 193 174 -0.15996 0 0.7338
356 0 1 0.07954 0.02773 0 0.03562 0.00136 0.05535 0.37658 206 182 -0.20093 0 0.90915
357 0 1 0.18922 0.02639 0 0.41487 0.02707 0.11961 0.15249 163 157 0.00853 0 0.80482
358 0 1 0.04936 0.06366 0 0.46086 0.01113 0 0 110 82 0.4836 0.46038 0.74532
359 0 1 0.101 0.02991 0 0.11065 0.03199 0.08445 0.55474 288 150 0.06603 0 0.69154
360 0 1 0.26566 0.05873 0 0.1741 0.01127 0.00279 0.04952 137 129 0.05378 0 0.61944
361 0 1 0.08499 0.0073 0 0.55178 0.19501 0.5879 0.41572 235 142 0.01843 0 0.82318
362 0 1 0.1288 0.06237 0 0.231 0.10029 0.01646 0 214 153 0.08127 0 0.70476
363 0 1 0.0559 0.00041 0 0.42059 0.06515 0.20861 0 207 151 0.02521 0 0.90614
364 0 1 0.1689 0.07445 0 0.44518 0.18953 0.20646 0 159 157 0.22489 0 0.57364
365 0 0 0.06745 0.02462 0 -0.31483 0.09576 0 0 177 67 0.04151 0 0.87891
366 0 1 0.11999 0.06019 0 -0.06287 0.07987 0 0 173 171 -0.05716 0 0.728
367 0 1 0.05394 0.35676 0 0.43042 0.13493 0.3958 0 351 180 0.12831 0 0.50852
368 0 1 0.01841 0.04844 0 -0.03353 0.05251 0.21141 0.37471 316 117 0.20442 0 0.95097
369 0 1 0.15781 0.32543 0 -0.33474 0.07323 0 0.02268 175 109 -0.14768 0 0.8072
370 0 1 0.09625 0.01351 0 0.29282 0.10638 0.11535 0 162 160 0.15898 0 0.69198
371 0 1 0.21167 0.0694 0 0.06462 0.09687 0 0.28448 195 170 -0.08105 0 0.71122
372 0 1 0.01012 0.06461 0 -0.02067 0.05595 0.02049 0.51487 338 240 0.06038 0 0.74229
373 0 0 0.22012 0.00368 0 0.34535 0.06154 0.44245 0.15172 179 154 0.09059 0 0.69145
374 0 1 0.23497 0.00689 0 0.40766 0.11036 0.24062 0 180 153 0.11826 0 0.75285
375 0 1 0.04262 0.20744 0 -0.02879 0.04367 0 0 175 151 0.04831 0 0.6672
376 0 1 0.02042 0.10738 1 -0.10306 0.0601 0.20532 0.78029 218 182 -0.18546 0 0.8738
377 0 1 -0.13122 0.04109 1 -0.08379 0.12846 0 0.49834 180 153 0.23349 0 0.9643
378 0 0 0.03244 0.09431 0 0.80648 0.12744 0.40586 0 193 163 0.1418 0 0.13374
379 0 1 0.23318 0.0019 0 0.47109 0.07005 0.34891 0 178 137 0.07145 0 0.61872
380 0 1 -0.11247 0.00052 0 0.11865 0.0846 0.16576 0.25151 228 169 0.14148 0 0.85469
381 0 1 0.28715 0.27119 0 0.08468 0.32196 0 0.15511 186 132 0.21243 0 0.67826
382 0 1 0.07433 0.00258 0 0.47557 0.15572 0.15832 0 116 89 0.15038 0 0.87133
383 0 1 -0.00578 0.0217 0 0.03681 0.0575 0.24255 0.67728 202 133 0.15786 0 0.9617
384 0 0 0.06471 0.00965 0 0.08413 0.00589 0.00542 0.25147 209 182 -0.13787 0 0.86749
385 0 0 -0.09266 0.16084 0 0.83916 -0.01667 0 0 371 153 -0.01399 0 0
386 0 1 0.00882 0.09109 0 0.09574 0.19935 0 0.50696 215 167 0.27204 0 0.87257
387 0 0 0.01394 0.01645 0 0.17422 0.06303 0.06728 0.4227 158 134 -0.04389 0 0.8294
388 0 1 0.0359 0.04135 0 0.2648 0.06781 0.14819 0.53284 159 142 -0.06145 0 0.88849
389 0 0 -0.36411 0.00624 0 0.35161 -0.26905 0.1304 0 195 174 -0.33473 0 1.183
390 0 0 0.0006 4e-05 0 0.03201 0.05864 0.25223 0.98509 101 73 0.16035 0 0.87963
391 0 1 0.10187 0.01787 0 -0.06155 0.11587 0.02811 0.8337 165 156 0.02528 0 0.77769
392 0 0 -0.00092 0.135 0 0.70999 0.09552 0.58044 0.0164 378 151 0.04603 0 0.64875
393 0 1 0.14333 0.0711 0 0.10195 0.13282 0.01482 0.21975 143 133 0.03789 0 0.75415
394 0 0 -0.00802 4e-05 0 -0.16629 0.02238 0 0.64534 323 293 -0.7072 0 0.981
395 0 0 -0.04226 0.00787 0 0.16101 0.04471 0.43324 0 171 129 0.07945 0 0.84952
396 0 0 -0.02534 0.0094 0 0.08301 0.02917 0.01437 0.64718 250 148 0.04927 0 0.76414
397 0 1 0.0321 0 0 0.26536 0.06568 0.14212 0 186 183 0.09085 0 0.90262
398 0 1 0.04767 0.02659 0 -0.13444 0.08268 0 0 226 157 0.18812 0 0.73308
399 0 0 -0.02484 0 0 0.21827 -0.01509 0.20598 0 150 122 -0.48582 0.00997 0.829
400 0 0 -0.03664 0.07876 0 0.0522 0.01162 0 0.34251 146 131 -0.16669 0 0.9857
401 0 1 0.12889 0.14221 0 0.34039 0.08634 0 0.78004 188 180 -0.22461 0 0.31777
402 0 0 -0.00425 0.14204 0 -0.05082 -0.01522 0 0 201 172 -0.8161 0 0.09
403 0 1 0.03965 0.02227 0 -0.09806 0.06923 0 0.6915 165 118 -0.86621 0 0.8153
404 0 0 -0.04057 0.00484 0 0.26528 0.01821 0.58095 0.0861 198 166 -0.39283 0 0.8623
405 0 1 0.00197 0.02259 0 0.46273 0.05631 0 0 176 147 -0.30229 0.00685 0.46317
406 0 1 0.00906 0.00823 0 0.03594 0.02401 0.1288 0 234 145 -0.75747 0 0.73477
407 0 1 0.03586 0.0778 0 0.14998 0.12464 0 0.52125 158 153 -0.22926 0 0.87524
408 0 0 -0.61948 0.32289 0 0.04333 -0.99051 0 0.50527 172 144 -1.18216 0 0.778
409 0 1 0.16021 0.37354 0 -0.29645 0.03812 4e-05 0 263 166 -0.19049 0 0.7482
410 0 1 0.17768 0.01428 0 0.47336 0.1781 0.35738 0 221 180 0.1545 0 0.69745
411 0 1 0.15684 0.04851 1 0.22644 0.06327 0.06514 0 192 117 0.10314 0 0.64324
412 0 1 0.18546 0.08193 0 0.08493 0.0348 0.07967 0.1251 198 139 -0.00344 0 0.54933
413 0 1 0.24388 0.0005 0 0.49218 0.10416 0.31301 0.4011 218 172 0.08109 0 0.71285
414 0 1 0.11989 0.00825 0 0.59691 0.12426 0.10124 0 324 274 0.10648 0 0.85142
415 0 1 0.16616 0.13058 0 0.49969 0.04084 0 0 156 124 0.06086 0 0.28959
416 0 1 0.31854 0.09411 0 0.44176 0.04448 0.19572 0 191 152 0.07178 0 0.57489
417 0 0 0.46582 0.05851 0 0.38365 0.04237 0.08762 0 131 128 0.0711 0 0.50646
418 0 0 -0.16833 0.00422 0 0.52191 0.02102 0.64082 0 201 155 0.08597 0 0.8232
419 0 1 0.10406 0.29154 0 -0.23296 0.00313 0 0.17105 345 309 -0.11642 0 0.8235
420 0 0 0.48522 0.0367 0 0.24887 0.01949 0 0.26139 159 149 0.0826 0.03761 0.48555
421 0 0 0.06163 0.05109 0 0.25694 0.04398 0.10229 0 124 118 -0.15113 0 0.79124
422 0 0 0.23621 0.01528 0 0.53162 0.18325 0.0683 0 109 95 0.22655 0 0.71366
423 0 1 0.15269 0.04508 0 -0.18136 0.02717 0 0.37662 97 40 0.07291 0 0.72636
424 0 1 0.09183 0.00245 0 0.46905 0.08411 0.30372 0.24913 163 158 0.06917 0 0.88335
425 0 1 0.15302 0.00928 0 0.2464 0.07068 0.01902 0 169 128 -0.00606 0 0.75296
426 0 0 0.38639 0.13307 0 0.34168 0.15394 0 0 192 163 0.23719 0 0.41063
427 0 0 0.18927 0.01551 0 0.16484 0.02935 0.13953 0.19973 192 165 0.03637 0 0.74289
428 0 1 0.07026 0.14763 0 0.18615 0.01414 0 0 172 137 -0.50803 0 0.68408
429 0 1 0.12461 0.22441 0 0.4562 0.19237 0.63213 0 178 176 0.14325 0 0.8328
430 0 1 0.32767 0.008 0 0.52356 0.08708 0.24995 0 171 156 0.07444 0 0.6034
431 0 1 0.36955 0.7012 0 -0.39275 0.13476 0 0 157 125 0.22318 0 0.5723
432 0 1 0.0742 0.00879 0 0.58613 0.0692 0.42896 0 206 180 0.06731 0 0.90562
433 0 1 0.07829 0.00039 0 0.18059 0.04942 0.20141 0.00139 178 153 -0.01579 0.13405 0.84952
434 0 0 0.42434 0.04218 0 0.56683 0.07644 0 0 185 146 0.1177 0 0.36193
435 0 1 0.07936 0.03705 0 0.48681 0.05091 0.02136 0 198 147 0.02145 0 0.49705
436 0 1 0.1273 0.00544 0 0.45891 0.03516 0.17788 0.14693 190 190 0.04668 0 0.83329
437 0 1 0.04626 0.05189 0 0.19992 0.05471 0.0959 0.43221 93 88 0.14952 0 0.82076
438 0 0 0.12505 0.05459 0 0.07319 -0.04778 0 0.10363 178 140 0.0132 0 0.64738
439 0 1 0.09022 0.09089 0 -0.78186 0.67755 0.03541 0.04329 175 147 0.02325 0 0.85264
440 0 0 0.18061 0.00145 0 0.58908 -0.0745 0.17649 0 372 335 0.0368 0 0.47226
441 0 1 0.10249 0.51525 0 0.12239 0.01364 0.04966 0 144 128 0.07469 0 0.17282
442 0 0 0.03946 0.09296 0 -0.09779 0.02594 0 0 281 128 0.01101 0.00627 0.91302
443 0 1 0.23167 0 0 0.24853 0.16769 0.07782 0.06282 171 140 0.18368 0 0.71932
444 0 0 -0.03316 0.04725 0 0.30518 -0.09293 0 0.69564 186 167 -0.08727 0 0.64
445 0 1 0.06116 0.06994 0 0.18141 0.06816 0.30389 0 275 128 0.09161 0 0.77725
446 0 1 0.44771 0.14087 0 0.31634 0.06445 0 0.2285 190 153 0.01595 0 0.43531
447 0 1 0.34636 2e-05 0 0.18788 0.16229 0.10003 0.36953 221 153 0.04594 0 0.62173
448 0 0 0.26185 0.14276 0 0.33505 -0.03148 0 0.28519 150 103 0.05294 0 0.38294
449 0 1 0.10381 0.08506 0 0.28156 0.10805 0.00925 0.37601 152 128 0.13943 0.20162 0.66987
450 0 0 0.02746 0.01494 0 0.41778 0.02028 0.32884 0.35263 178 177 0.00514 0 0.86168
451 0 1 0.25221 0.3134 0 0.16499 0.03803 0 0 233 162 0.04619 0 0.72937
452 0 0 0.27579 0.0875 1 -0.08985 0.01017 0.00784 0.22622 284 135 0.04161 0 0.70219
453 0 1 0.64564 0.42808 0 0.13616 0.10903 0 0.16834 193 181 0.13292 0 0.20432
454 0 0 0.0879 0.01102 0 0.3362 -0.17491 0.32135 0.37316 219 159 -0.05653 0 0.9042
455 0 1 0.01754 0.0043 0 0.35473 0.03108 0.21546 0 194 144 0.11093 0 0.88064
456 0 0 0.23411 0.24871 0 -0.03163 -0.01273 0 0 172 147 -0.02556 0 0.722
457 0 1 0.22071 0.01038 0 0.48138 0.16563 0 0.70939 186 147 0.20208 0 0.58819
458 0 1 0.16997 0.00627 0 0.45097 0.07032 0.15917 0 183 156 0.2388 0 0.51092
459 0 1 0.35257 0.07244 0 0.11093 0.18511 0 0.4741 179 151 0.17983 0 0.60221
460 0 0 -0.25445 0.02352 0 0.24031 -0.02915 0 0 358 126 -0.0159 0 0.361
461 0 1 0.14428 0.06531 0 0.15425 0.03061 0.00638 0.24499 265 123 0.09021 0 0.77759
462 0 1 0.61171 0.15028 0 0.48832 0.37388 0 0 169 153 0.17697 0 0.23959
463 0 1 0.32443 0.04184 0 0.30883 0.21601 0.18926 0.05 314 151 0.25761 0 0.49581
464 0 1 0.07215 0.06961 0 0.23462 0.07302 0 0.20168 192 153 0.11082 0 0.68131
465 0 1 0.24852 0.0127 0 0.31771 0.19564 0.08452 0 129 100 0.33934 0 0.65699
466 0 1 0.11483 0 0 0.16058 0.08108 0.30459 0.63463 148 107 -0.01513 0 0.73698
467 0 1 -0.29149 0.00904 0 -0.04828 0.08149 0.36502 0.15134 303 153 0.18525 0 1.2203
468 0 0 0.0313 0.04996 0 0.39281 -0.04579 0.61343 0.69969 205 163 -0.03693 0 0.3538
469 0 1 0.07509 0.01325 0 0.06306 0.06052 0 0.34238 253 156 0.04265 0 0.81023
470 0 1 0.08163 0.23526 0 0.3122 0.13133 0.00873 0 169 147 0.11055 0 0.85332
471 0 0 0.05449 0.05106 0 0.31366 0.01751 0 0 176 155 -0.08349 0 0.49612
472 0 1 0.19782 0.01849 0 0.56135 0.25092 0.77377 0 208 178 0.13421 0 0.73466
473 0 1 0.12971 0.34447 0 0.06415 0.09894 0 0 183 153 0.26595 0 0.72977
474 0 0 0.09801 0.07695 0 0.03136 0.04714 0.00449 0.32461 284 244 -0.0555 0 0.78564
475 0 1 0.07606 0.00053 0 0.13749 0.04875 0.09761 0.4006 172 170 -0.08284 0 0.88078
476 0 0 -0.15271 0.01501 0 0.0972 -0.03819 0.12022 0.54085 228 226 -0.46113 0 0.748
477 0 1 0.14146 0.18096 0 0.44256 0.1882 0 0 204 163 0.13743 0 0.34677
478 0 0 -0.04333 0.0028 0 0.70887 0.01964 0.03399 0.09778 185 169 0.01805 0 0.46323
479 0 1 0.34887 0.09248 0 0.13105 0.20079 0.07399 0.24053 201 172 0.03376 0 0.63492
480 0 1 0.0758 0.02459 0 0.07997 0.06142 0 0.76807 304 274 0.02685 0 0.90585
481 0 0 0.176 0.00266 0 0.80803 0.09035 0.73555 0.73555 365 243 0.11041 0 0.69091
482 0 1 0.00425 0.21693 0 -0.16818 0.06715 0.00024 0 170 167 0.05638 0.06656 0.88285
483 0 0 0.15575 0.04221 0 0.28276 0.03831 0 0.3792 183 142 0.03814 0 0.78286
484 0 0 0.0499 0.01547 0 0.2395 0.026 0.02879 0.24557 208 139 -0.16903 0 0.71533
485 0 0 0.10373 0.00181 0 0.16315 0.03611 0.09166 0 177 153 0.00688 0 0.83406
486 0 1 0.18435 0.46041 0 -0.23284 0.12302 0 0 194 132 0.14462 0 0.74752
487 0 1 0.11502 0.41945 0 -0.13813 1.26173 0.11429 0 116 89 1.1638 0 0.46177
488 0 1 0.2771 0.05633 0 0.11283 0.23517 0.05785 0.40965 303 147 0.22974 0 0.68463
489 0 0 0.03879 0.2118 0 0.246 -0.01256 0.01928 0.56287 135 129 -0.00182 0 0.5362
490 0 1 0.37665 0.36364 0 0.08239 0.41276 0.17125 0 200 153 0.28994 0 0.48656
491 0 1 -0.56369 0.00493 0 0.89431 -0.03603 0 0 343 150 0.5136 0 0.8831
492 0 1 0.2704 0.20408 0 -0.08158 0.14717 0 0.2112 272 213 0.08536 0 0.61163
493 0 1 0.20089 0.07424 0 0.17038 0.02982 0.0884 0.33774 183 153 0.07758 0 0.68782
494 0 1 0.13838 0.12505 0 -0.01447 0.0323 0 0.18195 143 119 0.06368 0 0.82738
495 0 1 0.06563 0.00014 0 0.25879 0.10497 0.25681 0 211 169 -0.13517 0 0.84805
496 0 0 -0.35032 0.00104 0 0.22839 -0.14127 0.20672 0.49052 177 156 0.16631 0.17111 0.7026
497 0 0 0.01417 0.00372 0 0.02945 0.01414 0.19872 0 200 168 -0.02898 0 0.84439
498 0 1 0.08247 0.15945 0 0.04432 0.31333 0.06656 0.52926 186 171 0.1475 0 0.87544
499 0 0 0.00211 0.00668 0 0.18536 0.04769 0.25309 0.35863 181 171 0.06799 0 0.93349
500 0 1 0.10967 0.06801 0 0.63406 0.12047 0.00213 0.16771 211 153 0.14704 0 0.86473
501 0 1 0.01826 0.04789 0 0.06551 0.09432 0.03593 0 183 153 -0.0114 0 0.8735
502 0 1 0.10578 0.09446 0 0.39881 0.13406 0.01761 0.60636 283 175 0.18275 0 0.86113
503 0 1 0.09548 0.09659 0 0.46385 0.09712 0.09372 0.40515 161 137 0.05985 0 0.69021
504 0 1 0.02397 0.05593 0 0.10724 0.10189 0 0.30108 235 176 0.20472 0 0.36993
505 0 0 -0.1806 0.22608 0 0.2415 -0.17588 0 0.54727 184 122 -0.13276 0 0.524
506 0 0 -0.01123 0.00184 0 0.02174 0.04221 0.54671 0 183 124 0.03021 0 0.76586
507 0 1 0.06594 0.01064 0 0.1264 0.0936 0.17537 0 142 116 -0.00197 0 0.56744
508 0 0 -0.01767 0.00283 1 0.01012 0.03653 0.00317 0 179 166 -0.0523 0 0.9999
509 0 1 0.02798 0.01359 0 0.23437 0.09549 0.11243 0.31611 199 171 0.13218 0 0.79085
510 0 1 0.02301 0.13427 0 -0.06762 0.03307 0.00273 0 199 169 -0.27017 0 0.9186
511 0 1 0.13216 0.06483 0 -0.08901 0.16679 0 0.4238 159 155 -0.05585 0 0.6826
512 0 0 0.0118 0.0066 0 0.254 0.04849 0.15912 0.2533 156 132 0.04092 0 0.90571
513 0 0 -0.1343 0.00688 0 0.52902 -0.02211 0.33218 0.32903 234 159 0.047 0 0.8467
514 0 1 0.06043 0.13796 0 0.16442 0.11928 0.1308 0.29121 264 146 0.11318 0 0.64091
515 0 1 0.06283 0.22502 0 -0.019 0.09253 0 0 258 167 -0.25021 0 0.7376
516 0 0 -0.00515 0.03104 0 -0.23581 0.03812 0.00802 0 205 157 0.13257 0 0.7379
517 0 0 -0.02778 0.10243 0 -0.03557 -0.03301 0 0 115 84 0.34092 0 0.9416
518 0 0 -0.1473 0.00396 0 0.17868 -0.10132 0.63929 0.44017 191 143 -0.06479 0.00562 0.347
519 0 0 0.00085 0.06787 1 0.17935 0.0238 0 0.22401 205 181 -0.37481 0 0.7633
520 0 0 -0.19262 0.00097 0 0.0941 -0.04491 0.30401 0 214 153 0.03435 0 0.8044
521 0 0 0.0142 0.34308 0 0.31704 -0.01968 0.36398 0.31456 260 232 -0.02138 0 0.5012
522 0 1 -0.00402 0.01087 0 -0.2503 0.10749 0.3538 0 262 233 -0.48129 0 0.903
523 0 1 0.15952 0.0004 0 0.62325 0.14925 0.05485 0 183 155 0.18969 0 0.40619
524 0 1 0.0087 0.22977 0 0.03853 0.06202 0 0 165 155 0.19692 0 0.82908
525 0 0 -0.06159 0.10844 0 0.27696 -0.06418 0.17197 0 177 159 -0.49345 0 0.606
526 0 0 -0.00436 0.0016 0 0.03731 0.04466 0 0.93699 358 143 -0.45186 0 0.9637
527 0 0 0.00058 0.18035 0 -0.19951 0.07516 0 0.60679 212 178 -0.19669 0 0.8535
