Id Fail Leverage CumulProfit Liquid OverDueDebt WorkCap OperProfit ShortDebt GuarDebt StateLag FiscalLag InFinan Links CapStruct
528 0 1 0.06012 0.03904 0 0.10347 0.17347 0 0 170 125 -0.58709 0 0.22135
529 0 0 -0.02897 5e-05 0 0.13014 -0.01412 0 0.99773 185 163 -0.85447 0 0.58
530 0 0 0 0.02717 0 -0.14785 -0.16639 0.19821 0 277 249 -1.07272 0 0.918
531 0 0 -0.01987 0.00622 0 0.04831 0.00186 0.04195 0.07686 218 160 -0.16384 0 0.7959
532 0 1 0.10481 0.06892 0 -0.00022 0.2478 0 0.91672 183 177 -0.52064 0 0.7574
533 0 0 -0.06717 0.04198 0 0.94039 -0.07011 0 0 186 143 -0.06717 0 0.017
534 0 1 0.00329 0.08102 1 -0.02173 0.03098 0 0.17897 208 180 -0.79144 0.00855 0.6249
535 0 0 -0.00403 0 0 -0.00465 -0.01622 0 0 165 100 -0.99298 0 0
536 0 1 0.02428 0.00908 0 0.0613 0.06302 0.01223 0.75389 187 153 -0.65086 0 0.88773
537 0 1 0.07959 0.00126 1 0.44224 0.11185 0.14442 0 183 155 0.04906 0 0.78004
538 0 0 0.62769 0.0208 0 0.75281 -0.03484 0 0 185 134 0.07799 0 0.13834
539 0 1 0.32083 0.15857 0 0.16521 0.07965 0 0.35252 180 129 0.07816 0 0.62979
540 0 1 -0.09859 0.01635 1 0.23571 0.19639 0.00285 0 127 98 0.21948 0 0.75666
541 0 0 0.05369 0.00176 0 0.25908 -0.11958 0.15146 0.55169 240 92 0.00852 0.02728 0.90008
542 0 0 0.03963 0.01832 1 0.27672 0.08103 0.50279 0.35086 195 182 -0.03264 0 0.85748
543 0 0 -0.01611 0.03294 1 0.06593 0.02162 0.02257 0.70343 188 143 -0.21254 0 0.9334
544 0 1 0.03888 0.00729 0 -0.03424 0.05699 0 0 135 121 0.12842 0 0.92561
545 0 0 0.26979 0.0059 0 -0.01673 -0.01199 0 0.64171 106 82 -0.10806 0 0.6003
546 0 0 0.01473 0.11231 0 -0.12259 0.03103 0 0 330 261 0.1406 0 0.88666
547 0 1 -0.15029 0.10036 1 -0.09517 0.07987 0.34399 0.45182 146 36 0.09897 0 1.1342
548 0 0 -0.26331 0.10707 0 -0.03482 -0.30469 0.27921 0 260 237 0.17298 0 1.127
549 0 1 0.33947 0.01668 0 0.35878 0.11289 0.1615 0.32434 168 164 0.1883 0 0.58953
550 0 0 -0.12717 0.07787 0 -0.18266 -0.27464 0.12797 0.31785 289 106 -0.37875 0 1.11
551 0 0 -0.00128 0.02165 0 -0.09474 -0.07109 0.04619 0.39623 247 181 -0.57666 0 0.97
552 0 0 -0.02323 0.00488 0 0.87156 0.06925 0.7449 0 222 203 0.10335 0 0.82968
553 0 1 0.18449 0.1188 0 0.53631 0.22957 0.12461 0 175 140 0.22214 0 0.6218
554 0 1 0.50724 0.16133 0 0.49313 0.08291 0 0 206 182 0.0881 0 0.31067
555 0 0 0.24613 0.05439 0 0.4295 0.01759 0.43611 0.57033 125 119 0.00971 0.04717 0.73189
556 0 0 -0.07139 0.00039 0 0.88139 0.04062 0.30987 0 199 126 0.06848 0 1.02933
557 0 1 0.02046 0.17666 0 0.13537 0.03475 0 0 140 99 -0.04675 0 0.66433
558 0 0 -0.21618 0.0914 0 0.01529 -0.25396 9e-05 0.52979 180 151 -0.10152 0 1.035
559 0 0 0.33159 0.06295 0 0.58672 0.0818 0.29001 0 142 75 0.09135 0 0.65022
560 0 1 0.13068 0.13837 0 0.23477 0.05103 0 0 103 88 -0.19046 0 0.8518
561 0 0 0.75862 0.37332 0 0.43107 -0.14774 0 0 180 160 -0.06445 0 0.1579
562 0 0 0.15304 0.03646 0 0.42836 0.05968 0.29439 0.07921 152 138 0.05297 0 0.7244
563 0 0 0.18954 0.00714 0 -0.02511 -0.00029 0.14274 0 135 126 0.1139 0 0.7721
564 0 1 0.29413 0.13216 0 0.42039 0.12889 0 0 93 92 0.16326 0 0.59804
565 0 1 0.12002 0.00629 0 0.01305 0.07181 0.15403 0 146 147 -0.17411 0 0.85323
566 0 1 0.24337 0.1002 0 0.26285 0.08529 0.03816 0 257 190 0.01565 0 0.70873
567 0 0 0.03574 0.00465 0 0.18517 0.03404 0.55741 0 160 151 0.02759 0 0.8208
568 0 1 0.39835 0.02744 0 0.11759 0.16113 0.09872 0.32685 211 173 0.23857 0 0.53257
569 0 1 0.00757 0.11204 0 -0.36193 0.06622 0 0 212 143 -0.03177 0 0.9595
570 0 0 0.00655 0.04021 1 0.26981 0.01282 0.07179 0.00527 239 212 0.08989 0 0.97176
571 0 1 0.61304 0.24769 0 0.45418 0.12461 0 0 204 165 0.0927 0 0.30055
572 0 0 0.42989 0.01043 0 0.42335 0.02731 0.26942 0.40102 173 161 -0.05786 0 0.47691
573 0 1 0.21109 0.00345 0 0.66532 0.06151 0.25464 0.25464 132 121 0.06845 0 0.76315
574 0 0 0.03899 0.0044 0 0.46529 0.0664 0.28699 0.39915 176 154 0.0674 0 0.89546
575 0 1 0.23449 0.0782 0 0.24835 0.11109 0.00012 0 190 158 0.21859 0 0.73237
576 0 1 0.18296 0.00114 0 0.26094 -0.07722 0.22627 0 180 153 0.15027 0 0.78868
577 0 0 0.05405 0.04619 0 0.04517 -0.09219 0.35492 0.52957 204 131 -0.07673 0 0.8956
578 0 1 0.23776 0.1153 0 0.39282 0.11683 0.18402 0 184 148 0.10835 0 0.48066
579 0 1 0.24879 0.00102 0 0.17895 0.03768 0.08605 0.32977 162 137 -0.01292 0 0.6655
580 0 0 0.04404 0.0285 0 0.429 0.07626 0.64314 0.23292 245 133 0.11919 0 0.88779
581 0 0 -0.02785 0.00363 0 0.32359 0.08579 0.27637 0.32125 179 125 0.12325 0 0.85765
582 0 1 0.34619 0.07155 0 0.14603 0.11694 0.03135 0.4328 197 181 0.03306 0 0.5651
583 0 1 0.23464 0.10532 0 0.14164 0.22855 0 0 355 333 0.21839 0 0.72952
584 0 0 0.24678 0.01169 0 0.77909 0.02854 0.2073 0.08349 175 167 0.07811 0 0.57934
585 0 0 -0.11794 0.00346 0 0.26571 -0.01385 0.17946 0.25211 175 147 -0.10305 0 0.815
586 0 1 0.43088 0.01278 0 0.50503 0.10712 0.09704 0 169 167 0.16062 0 0.53268
587 0 1 0.17582 0.01809 0 0.34015 0.05199 0.0457 0 185 153 0.06338 0 0.76975
588 0 0 0.46031 0.06507 0 -0.02454 0.02794 0 0 168 152 0.13094 0 0.48619
589 0 0 0.08917 0.01009 0 0.12366 0.00103 0.13324 0 184 153 0.06713 0 0.86282
590 0 1 0.11327 0.01588 0 0.25621 0.06539 0.398 0.27637 272 178 0.07008 0 0.69813
591 0 1 0.30925 0.01475 0 0.29176 0.08281 0 0.28076 161 128 0.11215 0 0.5732
592 0 1 0.2377 0.02918 0 -0.15642 0.09163 0.28394 0.31268 245 153 -0.19604 0 0.6647
593 0 1 0.15642 0.09111 0 0.38439 0.11218 0 0.41524 216 182 0.12478 0 0.67551
594 0 1 0.26816 0.14558 0 0.1683 0.26854 0.01651 0 209 182 0.25644 0 0.71217
595 0 0 -0.0071 0.00188 0 0.15549 0.04081 0.08921 0 180 152 0.09259 0 0.87288
596 0 1 0.08992 0.06785 0 0.10074 0.08343 0.13865 0 181 160 0.08345 0 0.85253
597 0 1 0.53145 0.33674 0 0.07801 0.16526 0 0 179 173 0.07469 0 0.32588
598 0 1 0.08919 0.06045 0 -0.04064 0.03683 0 0.09805 184 132 -0.10894 0 0.8944
599 0 1 0.39925 0.08141 0 0.42142 0.22304 0 0.31505 155 137 0.23261 0 0.56459
600 0 1 0.55647 0.29243 0 0.09143 0.0821 0 0.36778 173 126 0.03362 0 0.41403
601 0 1 0.23575 0.02123 0 0.60966 0.14049 0 0.4591 181 115 0.33236 0 0.54888
602 0 1 0.07227 0.12012 0 0.66727 0.16633 0.73963 0 190 120 0.23043 0 0.77738
603 0 1 0.72917 0.55073 1 0.20218 0.61681 0.61176 0 170 171 0.23169 0 0.22726
604 0 0 0.24983 0.16751 0 0.19076 0.04218 0.06985 0.68997 86 67 -0.01962 0 0.54032
605 0 0 0.46709 0.08436 0 0.14336 0.00619 0 0.09471 167 153 0.05941 0 0.44082
606 0 0 -0.03186 0.05387 0 0.24636 0.05843 0.24712 0.35077 197 167 -0.05188 0 0.9296
607 0 1 0.43053 0.16939 0 0.08383 0.09053 0 0.1812 176 130 0.03668 0 0.39178
608 0 1 0.07334 0.02462 0 -0.0153 0.04697 0 0 272 185 0.04469 0 0.81662
609 0 1 0.03913 0.04401 0 0.12161 0.08279 0 0 314 178 0.2584 0 0.87958
610 0 0 -0.19553 0.00723 0 0.07079 0.06818 0.14326 0.61016 357 167 0.02588 0 0.786
611 0 1 0.2674 0.01155 0 -0.00657 0.04619 0.19463 0.18176 308 284 -0.1855 0 0.6912
612 0 0 0.12511 0.00129 0 0.21023 0.05412 0.18922 0.33568 292 145 0.06512 0 0.85633
613 0 1 0.23142 0.02628 0 0.38921 0.08448 0.18042 0 289 165 -0.08014 0 0.69028
614 0 0 -0.0126 0.02077 0 0.40982 -0.07624 0.46032 0 231 165 -0.01841 0 0.834
615 0 1 0.14885 0.03054 0 0.16144 0.1285 0.16357 0.58157 272 152 0.16038 0 0.76148
616 0 0 0.36934 0.00041 0 0.61292 0.04518 0.29953 0 258 158 0.05701 0 0.56705
617 0 0 0.62448 0.2027 0 0.39423 -0.02842 0 0 129 95 0.11534 0 0.3025
618 0 0 -0.43653 0.11534 0 -0.02263 0.00844 0 0 281 151 -0.04581 0 0.332
619 0 1 0.26917 0.00016 1 0.55952 0.07421 0.33539 0 174 147 0.07441 0 0.71017
620 0 1 0.46229 0.12407 0 0.25146 0.11245 0 0 209 151 0.10919 0 0.4358
621 0 1 0.15485 0.14368 0 -0.2145 0.09919 0.00481 0 285 133 -0.07292 0 0.8312
622 0 0 0.40361 0.02342 0 0.57132 -0.04439 0 0.23954 341 151 -0.01863 0 0.3089
623 0 0 0.57672 0.00197 0 0.16583 0.03504 0.03622 0 268 263 0.1883 0 0.36216
624 0 1 0.17976 0.15535 0 -0.13586 0.05703 0.06807 0 181 165 -0.06258 0 0.8011
625 0 0 0.15806 0 0 0.08589 -0.00837 0.1879 0.69712 183 95 -0.02835 0 0.7965
626 0 1 0.23163 0.06369 0 0.07056 0.14984 0.04937 0.52612 155 130 0.13018 0 0.73225
627 0 0 -0.04095 0.02365 0 0.31306 0.0411 0.25619 0.51108 232 152 -0.06259 0 0.7381
628 0 1 0.41758 0.06449 0 0.14243 0.19967 0 0 188 153 -0.13582 0 0.40846
629 0 0 -0.04997 0.03297 0 0.69595 0.00497 0.94606 0 185 158 -0.09202 0 0.9817
630 0 1 0.41325 0.01655 1 0.57893 0.10073 0 0 177 152 -0.0819 0 0.56096
631 0 1 0.70592 0.29558 0 0.39936 0.06672 0 0.00101 119 105 0.10809 0 0.2444
632 0 0 0.20398 0.03002 0 0.23234 0.03364 0.07556 0 195 156 0.09098 0 0.72448
633 0 0 0.2124 0.00784 0 -0.03461 0.02204 0.04772 0 195 152 -0.69366 0 0.7778
634 0 0 0.01223 0.00041 0 0.17174 -0.04676 0.46301 0 183 175 -0.02227 0 0.9567
635 0 0 0.04739 0.01182 0 0.08811 0.06338 0.15924 0 160 127 0.09458 0 0.8756
636 0 1 0.13337 0.0336 0 0.27596 0.14853 0.10903 0 172 139 0.21894 0 0.80125
637 0 1 0.10747 0.04992 0 0.1965 0.02351 0.15663 0 170 137 0.03581 0 0.86841
638 0 0 -0.23433 0.00021 0 0.10438 0.31997 0.07083 0 252 161 0.05562 0 1.19505
639 0 1 0.31178 0.09342 0 0.73854 0.14858 0.52764 0 343 124 0.13753 0 0.50566
640 0 0 0.10324 0.08156 0 0.03915 0.05403 0.18246 0 215 182 -0.27715 0 0.77552
641 0 0 0.12777 0.01387 0 0.39306 0.0549 0.14059 0 222 206 0.07389 0 0.80747
642 0 1 0.0688 0.02407 1 -0.14924 0.09659 0.05022 0 251 153 -0.20082 0 0.7646
643 0 1 0.24608 0.00189 0 0.29383 0.32229 0.10033 0 177 152 0.30194 0 0.68787
644 0 1 0.45003 0.00888 0 0.54368 0.10237 0.11344 0.32479 194 153 0.20659 0 0.5044
645 0 0 0.06844 0.01755 0 -0.09048 0.05212 0.1207 0 180 152 0.14669 0 0.79219
646 0 0 -0.00417 0.15495 1 0.04599 0.07232 0 0.86004 211 148 0.2143 0 0.96651
647 0 0 0.19376 0.00315 0 0.1663 0.05016 0.14848 0.68091 176 151 0.04331 0 0.75532
648 0 0 0.24002 0.0228 0 0.14094 0.05263 0 0 224 168 0.08097 0 0.74223
649 0 1 -0.24703 0.00019 0 -0.01525 0.05191 0.12503 0 179 75 0.11248 0 1.21027
650 0 0 0.14806 0.02834 0 0.31553 0.05338 0 0.67903 223 221 0.23528 0 0.5279
651 0 1 0.13464 0.05575 0 0.10981 0.09039 0.20247 0 120 115 0.02996 0 0.77996
652 0 0 0.05967 0.00662 1 0.23555 0.09773 0.25697 0 285 144 0.00957 0 0.66234
653 0 1 0.27773 0.03361 0 -0.12012 0.16887 0.25121 0.31967 181 95 0.21349 0 0.68475
654 0 0 -0.00912 0.00564 0 0.21629 0.02218 0.11897 0.25529 170 143 0.03081 0 0.93464
655 0 1 0.04479 0.0214 0 0.17532 0.02269 0.04939 0.0917 252 124 0.00542 0 0.8554
656 0 0 0.06089 0.00797 0 0.28261 0.05719 0.0061 0.2043 168 144 0.10638 0 0.90473
657 0 0 0.05016 0.01684 0 0.40867 0.14362 0.44407 0 162 125 0.09171 0 0.83098
658 0 1 0.15037 0.01502 0 0.37415 0.13425 0.23036 0 163 147 0.15317 0 0.77832
659 0 0 -0.03479 0.02747 0 0.05913 -0.00417 0.22314 0 328 182 0.05553 0 1.0083
660 0 1 0.10498 0.02406 0 0.22612 0.07456 0.12618 0 183 142 0.11323 0 0.82364
661 0 0 0.06923 0.1901 0 -0.29178 -0.1188 0 0 197 153 -0.38232 0 0.816
662 0 1 0.4061 0.01024 0 0.66597 0.14846 0.38943 0.17708 119 92 0.28483 0 0.50592
663 0 1 0.45468 0.03463 0 0.14059 0.23125 0 0.42925 170 158 0.28283 0 0.48718
664 0 0 -0.34342 0.06153 0 0.25078 -0.13045 0.31398 0.12719 246 134 -0.05403 0 0.952
665 0 1 0.36163 0.10456 0 0.24951 0.15817 0 0.11822 177 159 0.19557 0 0.53049
666 0 0 0.05383 0.01689 0 0.47043 0.05549 0.37024 0 232 207 0.00024 0 0.83302
667 0 0 0.08957 0.07939 0 0.29398 0.03728 0.09224 0.3809 177 161 0.23218 0 0.82985
668 0 1 0.16404 0.04598 0 0.12887 0.06259 0.00447 0 231 168 0.07864 0 0.80069
669 0 1 0.203 0.0032 0 0.48146 0.12 0.24861 0.30862 177 173 0.12652 0 0.65729
670 0 0 0.03746 0.10999 0 0.43803 -0.03326 0 0.22393 180 158 -0.15039 0 0.9224
671 0 0 0.09175 0 0 -0.02779 0.07723 0.13053 0.69643 161 137 0.08925 0 0.81437
672 0 0 -0.04954 0.0187 0 -0.05341 -0.08523 0.04673 0 166 148 -0.04472 0 1.02
673 0 1 -0.0194 0.10587 0 -0.1858 0.10979 0.06632 0 170 158 0.00067 0 0.9828
674 0 1 0.0044 0.05383 0 0.45618 0.08565 0.28095 0.00775 236 158 0.10768 0 0.93326
675 0 0 0.00875 0.07642 0 0.08874 0.06664 0.04496 0.66301 262 131 0.19185 0 0.91569
676 0 1 0.5214 0.01895 0 0.41409 0.18879 0.32616 0 273 138 0.20027 0 0.4276
677 0 0 0.1094 0.00371 0 0.21836 0.02181 0.05193 0 175 158 0.05662 0 0.67194
678 0 1 0.22806 0.04242 1 0.1505 0.07602 0.01486 0 168 138 0.09259 0 0.68218
679 0 0 0.20258 0.05928 0 0.42349 0.06002 0.2224 0 166 137 0.06234 0 0.73287
680 0 1 0.50434 0.03554 0 0.20996 0.34317 0 0 175 162 0.16056 0 0.44639
681 0 0 0.04752 0.00026 0 0.32824 0.02588 0.16321 0.29452 232 179 -0.16698 0 0.84544
682 0 0 -0.09493 0.00897 0 -0.05761 -0.01097 0.31298 0.78175 125 97 -0.37756 0 1.032
683 0 1 0.29038 0.03581 0 0.71278 0.17323 0.17783 0.14782 204 162 0.16011 0 0.58673
684 0 1 -0.37517 0.00223 1 0.59715 0.19035 0.01306 0.16516 254 147 0.19985 0 1.17359
685 0 1 0.2253 0.01006 0 0.33975 0.12107 0.03214 0.53941 349 325 0.00151 0 0.65326
686 0 0 -0.02162 0.01322 0 0.11502 0.06508 0.11446 0 167 126 0.10695 0 0.80685
687 0 1 0.11254 0.00376 0 0.37199 0.28477 0.22136 0 199 154 0.30696 0 0.79271
688 0 1 0.4887 0.42213 0 -0.116 -0.01026 0.02907 0.52755 216 189 0.09621 0 0.3974
689 0 0 0.21089 0.0008 0 -0.24216 0.0854 0.07986 0 183 165 -0.02336 0 0.7318
690 0 0 0.06096 0.01711 0 0.03078 0.0531 0 0.65863 176 151 -0.09118 0 0.88999
691 0 0 0.02931 0.08046 0 0.08377 0.07638 0.06556 0 226 92 0.14734 0 0.95195
692 0 0 -0.06633 0.01327 0 0.1408 0.04176 0.213 0.8784 128 115 -0.30328 0 1.0077
693 0 1 -0.03896 0.12746 0 -0.05582 0.32076 0.08608 0.08052 161 130 0.27196 0 1.0113
694 0 1 0.02969 0 0 0.25161 0.07684 0.05435 0 163 158 0.07584 0 0.87981
695 0 0 -0.16471 0.00262 0 0.48142 -0.02287 0.13289 0.12351 260 228 -0.03136 0 0.972
696 0 1 0.07667 0.20644 0 0.22076 0.07721 0 0 181 182 0.12876 0 0.82667
697 0 1 -0.05725 0.0273 0 0.08316 0.12412 0.03713 0.79913 196 167 0.31855 0 0.91852
698 0 0 -0.18755 0.01285 0 -0.22437 0.01644 0 0.40149 135 106 -0.11939 0 1.022
699 0 1 0.01413 0.05939 0 -0.04462 0.0582 0 0.42709 130 77 0.01487 0 0.90624
700 0 1 0.05638 0.01102 0 0.27282 0.12548 0.06005 0.6125 173 126 0.0981 0 0.76347
701 0 1 0.04031 0 0 0.2646 0.07652 0.37764 0.32333 200 184 0.13571 0 0.92669
702 0 1 0.2156 0.02136 0 0.23205 0.07557 0.40017 0 134 133 -0.40895 0 0.71284
703 0 1 0.03283 0.06783 0 0.32901 0.09918 0.49641 0.21464 233 161 0.08955 0 0.94522
704 0 1 0.28561 0.04216 0 -0.07189 0.09154 0 0.42908 348 326 -0.15326 0 0.68
705 0 1 0.05663 0.0165 0 0.54704 0.09775 0.23148 0 210 175 0.11923 0 0.85306
706 0 1 0.20248 0.06823 0 -0.00471 0.09949 0.02342 0.80779 180 153 0.19826 0 0.63861
707 0 0 -0.01439 0.00251 0 0.31385 0.04614 0.75662 0.82759 189 154 0.04094 0 0.42673
708 0 1 0.10869 0.01096 0 0.63683 0.07227 0.0691 0 294 145 0.07063 0 0.85178
709 0 1 0.00958 0.02357 0 0.10982 0.05035 0 0.85297 230 160 -0.19699 0 0.97539
710 0 1 0.46672 0.14854 0 0.40921 0.45355 0 0.45399 237 126 0.35213 0 0.50491
711 0 1 0.37743 0.19029 0 0.23391 0.09182 0 0.13004 155 151 0.107 0 0.40954
712 0 1 0.20241 0.0181 1 0.36639 0.10416 0.08448 0 228 137 0.22219 0 0.69238
713 0 1 0.17447 0 0 0.03798 0.09896 0.57291 0 246 231 0.15306 0 0.7497
714 0 0 -1.45902 0.10164 0 0.89836 -0.20073 0 0 363 172 0.23934 0 0
715 0 0 0.00024 0.00029 0 0.03048 0.01553 0.0168 0 160 153 0.08889 0 0.82641
716 0 0 0.05798 0.04214 0 0.12578 0.02084 0.16812 0.18339 179 62 0.09861 0 0.83291
717 0 1 0.56049 0.03773 0 0.72719 0.15853 0.29892 0 206 142 0.14928 0 0.23544
718 0 0 0.0355 0.00291 0 0.11045 -0.00881 0.26928 0 181 178 -0.04934 0 0.8424
719 0 1 0.07522 0.25339 0 -0.51108 0.00391 0 0 204 139 -0.49003 0 0.6054
720 0 0 -0.01121 0.02682 0 -0.20604 0.10472 0 0 91 63 -0.2236 0 0.94104
721 0 0 0.02144 0.00625 0 -0.07255 0.01613 0.26748 0.54465 190 182 -0.36813 0 0.9395
722 0 1 0.13133 0.09516 0 -0.08524 0.16702 0.11943 0.53368 204 126 0.06444 0 0.84882
723 0 1 0.15309 0.27748 0 0.27173 0.08648 0.01832 0.46883 163 127 0.08936 0 0.41952
724 0 0 0.02331 0.00518 0 0.42714 0.09923 0.40122 0.55936 152 133 0.01257 0 0.93314
725 0 1 0.0252 0.01696 0 -0.06511 0.07396 0 0 160 131 0.07886 0 0.93848
726 0 0 -0.04302 0 1 0.32535 -0.23545 0.0477 0 261 153 -0.01754 0 1.011
727 0 1 0.02733 0.00214 0 0.18729 0.11073 0.07006 0 173 167 0.13469 0 0.88208
728 0 1 0.14302 0.10554 0 0.12271 0.10302 0 0 167 151 0.22811 0 0.74036
729 0 1 0.28089 0.22018 1 0.20596 0.21266 0 0 238 128 0.23995 0 0.55879
730 0 1 0.01514 0.02348 0 0.60537 0.05263 0.39964 0.16513 132 126 -0.01724 0 0.95328
731 0 1 0.14428 0.00115 0 0.08818 0.04946 0.21422 0.44934 243 238 -0.16896 0 0.78539
732 0 1 -0.0013 0 0 0.05173 0.10674 0.03484 0.53831 155 127 0.18446 0 0.9231
733 0 1 0.07092 0 0 0.04234 0.17088 0.12571 0 181 167 -0.10316 0 0.92664
734 0 1 -1.76958 0.35219 0 -0.30176 0.52506 0.0403 0 154 151 0.7499 0 2.462
735 0 0 0.42196 0.00302 0 -0.00439 0.06966 0.38252 0 238 113 0.12266 0 0.52832
736 0 1 0.08462 0.00599 0 0.42988 0.15044 0.0886 0.50385 176 124 0.12761 0 0.8512
737 0 1 0.10691 0.00711 0 0.03238 0.1226 0.68614 0.01062 243 214 0.13582 0 0.76793
738 0 1 0.04855 0.0697 0 -0.27423 0.0743 0.02334 0 189 145 0.04974 0 0.89712
739 0 1 -0.02719 0.00737 0 0.46018 0.03609 0.12587 0 177 145 0.04212 0 0.59115
740 0 0 0.11237 0.04927 0 0.25016 -0.02565 0 0 278 149 0.03639 0 0.75123
741 0 1 0.10969 0.26408 1 0.05082 0.08322 0 0 169 158 0.01182 0 0.61174
742 0 0 0.00302 0 0 0.05694 0.0491 0.42564 0 251 176 0.06851 0 0.81904
743 0 1 0.2963 0.20036 0 0.02429 0.28798 0 0 195 167 0.14459 0 0.66797
744 0 1 -0.14383 0.0963 0 0.00105 0.38474 0.24002 0 156 136 0.21899 0 0.84135
745 0 1 0.08712 0.03623 0 0.56143 0.17446 0.29254 0.45675 157 157 0.16243 0 0.85975
746 0 0 -0.01013 0.00088 0 -0.06767 0.21514 0.50792 0 274 151 -0.24425 0 0.89
747 0 1 0.03947 0.01542 0 0.13546 0.07992 0 0.3263 107 85 -0.02141 0 0.7655
748 0 1 -0.10179 0.02679 0 0.79847 0.07406 0.03733 0 190 168 0.0949 0 1.02883
749 0 0 -0.08872 0.03034 0 0.12373 0.07154 0.22336 0.22204 138 111 -0.17245 0 1.0053
750 0 1 0.04052 0.07766 0 0.24761 0.09512 0 0.8639 184 153 -0.41306 0 0.67811
751 0 0 -0.00334 0.10256 0 0.71927 0.01817 0.2796 0.2796 316 126 -0.02502 0 0.8642
752 0 1 0.03711 0.00073 0 0.6752 0.11072 0.33756 0 120 92 0.12262 0 0.65967
753 0 0 -0.08535 0 0 -0.53614 -0.03406 0.03924 0 206 180 -0.6276 0 0.88
754 0 0 0.00033 0.05575 0 0.22144 0.05779 0 0 160 130 0.11046 0 0.91828
755 0 1 0.00551 0.06817 0 -0.05705 0.01584 0.41186 0.41186 223 182 -0.91701 0 0.9144
756 0 1 0.12471 0.00081 0 -0.06061 0.21284 0.26517 0.55527 196 179 -0.49738 0 0.7744
757 0 0 -0.0627 0.01654 1 0.11754 0.00241 0.08237 0 213 182 -0.67602 0 0.8411
758 0 1 0.03791 0.01509 0 0.02207 0.07126 0 0.71599 222 126 -0.6146 0 0.93384
759 0 1 0.01321 0.02724 0 0.07119 0.09617 0 0 181 167 -0.45492 0 0.88901
760 0 0 -0.04777 0.01454 0 0.3541 -0.04268 0.01814 0 146 115 -0.4081 0 0.658
761 0 1 0.026 0.09847 0 0.37995 0.08172 0.14934 0.4335 135 111 -0.06724 0 0.8267
762 1 0 0.07849 0.0008 0 0.03932 0.75737 0.84838 0.36815 189 168 0.06327 0 0.90304
763 1 0 0.01715 0.00539 1 0.25323 -0.05732 0.19254 0.09982 302 93 -0.06257 0 0.90737
764 1 0 -0.38239 0.00041 0 0.29044 0.08195 0.5168 0.35724 172 163 0.14844 0 1.15971
765 1 0 -0.43936 0.00232 0 0.23077 -0.10803 0.37723 0.57033 255 158 0.23424 0 0.9383
766 1 0 -0.3157 0.04355 0 -0.22859 -0.12275 0.04978 0.01602 165 159 -0.01624 0 0.68
767 1 0 0.01002 0.01521 0 0.03483 0.05743 0.27275 0 170 144 0.10994 0 0.94292
768 1 0 -0.01387 0.04326 0 0.01614 -0.69746 0.20468 0 250 220 -0.06955 0 0.933
769 1 0 -0.07416 0.00425 1 -0.07361 -0.02078 0.13626 0.49899 166 153 0.25234 0 0.897
770 1 1 0.03126 0.00069 0 0.18099 0.09565 0.13519 0 179 148 0.10806 0 0.90953
771 1 1 0.03364 0.04638 1 0.23242 0.0855 0.128 0.32775 213 194 0.0847 0 0.878
772 1 0 -0.40546 0.03709 1 -0.40222 0.08233 0 0.31537 297 278 0.15115 0.41173 1.0308
773 1 0 -0.23131 0.00988 0 0.36515 -0.51995 0.39152 0.3541 241 196 -0.21663 0 1.183
774 1 0 0.00428 0.16356 1 0.18846 0.02921 0.3169 0.05556 285 147 0.08898 0 0.97872
775 1 0 -1.28938 0.00539 0 -0.43955 -1.24041 0.32404 0 246 227 -1.21782 0 2.04
776 1 0 -0.17807 0.02493 0 0.07858 0.00979 0.00096 0.22923 200 156 -0.08239 0 0.9733
777 1 1 0.01576 0.00604 0 0.25784 0.03019 0.21125 0 181 147 0.0051 0 0.93525
778 1 1 -0.05563 0.01996 0 -0.02128 0.01701 0.01962 0 250 140 -0.03386 0 0.956
779 1 0 -0.14215 0.02398 1 0.2843 0.06214 0.14301 0 198 181 -0.05217 0 0.6886
780 1 1 0.04293 0.00019 0 0.47648 0.06583 0.43747 0 327 157 0.12526 0 0.94094
781 1 1 -0.06732 0.02757 0 0.20197 0.07524 0.33091 0.30731 236 179 0.11786 0 0.88933
782 1 1 0.27037 0.00032 1 0.00182 0.20113 0.08283 0.73092 316 183 -0.22942 0.07493 0.70464
783 1 0 -0.99197 0.00189 0 0.10116 -0.17848 0.00513 0.33053 186 157 0.00746 0.29397 0.9243
784 1 1 0.08043 0.0003 1 0.21405 0.0478 0.13952 0 412 247 -0.0193 0 0.8244
785 1 1 0.03577 0.00069 0 0.30957 0.07561 0.05757 0 180 150 0.06733 0 0.94348
786 1 0 0.00675 0.00965 0 0.70092 0.21304 0.32514 0 137 97 0.23286 0 0.88307
787 1 0 -0.43348 0.01627 1 -0.21284 -0.1283 0.20211 0 274 199 0.04923 0 1.155
788 1 0 -0.02753 0.00026 0 0.5918 0.18541 0.59233 0.68057 262 240 0.12792 0 0.62561
789 1 1 0.08992 0.01771 0 0.55216 0.15082 0.4667 0 226 138 0.08295 0 0.82143
790 1 1 0.02036 0.01369 0 0.12043 0.09194 0.28892 0 219 178 -0.04082 0 0.95381
791 1 0 -0.00714 0.00721 0 -0.39392 0.02854 0 0.37124 213 192 -0.53029 0 0.863
792 1 0 0.04676 0.04635 0 -0.06455 0.02336 0.0689 0.01112 188 153 -0.04841 0 0.8967
